,W/m2,,ES00,ES11,ES12,ES13,ES21,ES22,ES23,ES24,ES30,ES41,ES42,ES43,ES51,ES52,ES61,ES62
sc2015,y2030,2019-01-09T09:00:00+01:00,,78.658,61.021,70.852,79.514,107.256,107.906,100.062,270.835,123.619,280.012,266.011,314.509,317.825,293.656,332.667
sc2015,y2030,2019-01-09T10:00:00+01:00,,140.978,115.531,175.304,186.421,187.676,290.625,218.775,389.745,208.099,402.282,395.323,415.831,433.925,425.999,455.075
sc2015,y2030,2019-01-09T11:00:00+01:00,,245.032,202.635,250.117,212.195,283.195,396.562,443.9,466.704,335.8,475.069,476.713,464.93,496.825,508.07,524.017
sc2015,y2030,2019-01-09T12:00:00+01:00,,391.062,253.429,290.475,267.275,334.309,416.312,469.725,483.813,424.913,491.348,500.925,455.717,499.025,531.362,531.883
sc2015,y2030,2019-01-09T13:00:00+01:00,,376.432,244.404,252.933,267.413,305.084,361.625,414.9,440.513,419.612,449.293,466.102,389.975,442.25,494.486,479.6
sc2015,y2030,2019-01-09T14:00:00+01:00,,306.846,180.877,175.942,203.951,233.315,277.25,313.75,342.839,327.819,352.691,375.355,275.72,332.675,400.806,371.017
sc2015,y2030,2019-01-09T15:00:00+01:00,,168.722,96.558,90.644,118.753,115.085,147.375,169.275,201.866,193.201,212.076,239.367,127.716,182.712,260.405,218.171
sc2015,y2030,2019-01-09T16:00:00+01:00,,45.055,20.115,17.055,15.804,13.859,25.852,27.195,48.909,46.893,56.007,81.044,9.443,32.181,95.523,52.743
sc2015,y2030,2019-01-09T17:00:00+01:00,,0.05,0,0,0,0,0,0,0,0,0,0.475,0,0,1.455,0
sc2015,y2030,2019-01-09T18:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-09T19:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-09T20:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-09T21:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-09T22:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-09T23:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-10T00:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-10T01:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-10T02:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-10T03:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-10T04:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-10T05:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-10T06:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-10T07:00:00+01:00,,0,0.211,1.163,2.627,4.911,4.415,11.865,8.292,2.589,8.639,4.18,33.075,23.491,8.102,26.442
sc2015,y2030,2019-01-10T08:00:00+01:00,,38.407,54.31,59.341,60.289,78.271,83.828,136.962,126.51,73.165,129.515,112.443,178.958,160.163,131.067,180.625
sc2015,y2030,2019-01-10T09:00:00+01:00,,154.202,181.333,168.133,171.203,189.244,218.781,301.1,284.747,216.604,287.851,273.87,322.564,322.375,296.963,343.617
sc2015,y2030,2019-01-10T10:00:00+01:00,,320.94,312.875,277.4,295.069,323.261,346.438,420.6,407.899,369.883,413.102,406.157,423.994,445.725,432.342,466.1
sc2015,y2030,2019-01-10T11:00:00+01:00,,404.359,400.85,359.875,371.549,402.519,403.75,487,482.161,448.412,488.276,488.461,472.379,509.85,516.824,534.117
sc2015,y2030,2019-01-10T12:00:00+01:00,,434.984,425.667,388.008,393.849,432.384,442.25,491.25,498.343,471.389,505.619,512.232,462.195,512.9,541.258,540.667
sc2015,y2030,2019-01-10T13:00:00+01:00,,410.09,393.717,354.8,374.563,391.507,412.312,436.05,454.694,433.095,463.487,476.135,396.208,455.575,505.093,487.767
sc2015,y2030,2019-01-10T14:00:00+01:00,,332.395,310.725,284.525,285.199,293.917,311.5,326.55,355.17,340.118,365.447,384.172,280.372,343.6,410.79,378.567
sc2015,y2030,2019-01-10T15:00:00+01:00,,209.372,183.863,159.729,155.485,154.356,171.5,176.475,210.968,202.54,221.256,246.061,130.719,189.988,267.129,222.437
sc2015,y2030,2019-01-10T16:00:00+01:00,,66.496,45.647,29.985,25.653,21.906,30.527,28.989,52.231,50.425,60.304,85.101,10.55,35.35,99.4,54.848
sc2015,y2030,2019-01-10T17:00:00+01:00,,0.116,0,0,0,0,0,0,0,0,0,0.6,0,0,1.68,0
sc2015,y2030,2019-01-10T18:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-10T19:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-10T20:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-10T21:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-10T22:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-10T23:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-11T00:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-11T01:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-11T02:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-11T03:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-11T04:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-11T05:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-11T06:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-11T07:00:00+01:00,,0.001,0.321,1.322,4.309,8.085,6.396,15.938,8.831,3.166,9.172,4.646,33.63,25.92,9.115,27.77
sc2015,y2030,2019-01-11T08:00:00+01:00,,54.065,60.746,54.26,91.678,115.042,104.328,145.5,129.707,95.831,132.312,115.425,179.214,173.85,138.567,185.596
sc2015,y2030,2019-01-11T09:00:00+01:00,,196.961,180.917,140.446,210.043,262.073,262.094,306.375,286.127,249.6,290.499,276.445,319.41,330.1,307.83,350.683
sc2015,y2030,2019-01-11T10:00:00+01:00,,320.52,291.242,217.212,318.647,369.121,377.438,420.075,408.085,367.134,414.984,407.267,423.27,445.4,443.616,474.933
sc2015,y2030,2019-01-11T11:00:00+01:00,,401.69,356.425,270.467,362.858,430.399,436.625,481.8,479.734,443.362,488.701,488.978,474.426,507.7,527.806,544.733
sc2015,y2030,2019-01-11T12:00:00+01:00,,431.036,389.692,263.5,304.593,435.628,436.688,484.7,493.689,454.994,504.288,512.864,466.078,510,550.774,550.367
sc2015,y2030,2019-01-11T13:00:00+01:00,,405.885,348.025,224.75,244.122,372.718,357.25,429.375,449.103,420.134,460.565,477.149,399.573,453.275,513.143,495.908
sc2015,y2030,2019-01-11T14:00:00+01:00,,328.81,268.758,167.733,159.79,254.468,245.406,321.225,350.078,323.045,361.763,385.056,282.538,342.325,417.259,384.142
sc2015,y2030,2019-01-11T15:00:00+01:00,,208.653,158.717,92.971,86.711,122.485,125.859,173.512,208.118,185.424,219.044,246.848,131.973,190.262,272.993,227.529
sc2015,y2030,2019-01-11T16:00:00+01:00,,67.016,36.655,16.58,14.551,17.32,21.828,28.767,52.552,47.572,60.049,85.689,10.913,36.044,102.711,57.05
sc2015,y2030,2019-01-11T17:00:00+01:00,,0.164,0,0,0,0,0,0,0,0,0.001,0.687,0,0,1.908,0
sc2015,y2030,2019-01-11T18:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-11T19:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-11T20:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-11T21:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-11T22:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-11T23:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-12T00:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-12T01:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-12T02:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-12T03:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-12T04:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-12T05:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-12T06:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-12T07:00:00+01:00,,0.001,0.144,0.531,0.808,4.19,2.394,9.504,7.745,1.759,9.297,4.912,32.546,25.852,8.931,27.766
sc2015,y2030,2019-01-12T08:00:00+01:00,,19.845,24.187,26.316,18.004,53.445,37.914,72.488,93.114,49.446,123.512,115.455,172.576,170.55,134.461,182.008
sc2015,y2030,2019-01-12T09:00:00+01:00,,92.073,91.019,110.621,57.905,110.401,101.336,184.4,207.634,138.458,258.315,275.901,312,323.125,300.85,343.45
sc2015,y2030,2019-01-12T10:00:00+01:00,,213.475,188.054,195.354,131.775,164.729,206.547,352.45,344.101,299.389,368.322,406.862,412.353,437.5,435.497,465.35
sc2015,y2030,2019-01-12T11:00:00+01:00,,372.793,279.308,259.654,192.854,243.799,288.312,459.275,449.722,397.84,447.317,488.993,460.991,499.2,519.418,533.15
sc2015,y2030,2019-01-12T12:00:00+01:00,,416.993,334.458,296.533,228.318,267.88,378.625,466.325,481.365,461.319,473.461,513.528,453.167,502.525,542.968,540.017
sc2015,y2030,2019-01-12T13:00:00+01:00,,406.824,342.917,274.758,206.584,255.408,375.625,425.05,448.91,429.277,442.019,478.26,389.288,446.525,505.67,486.05
sc2015,y2030,2019-01-12T14:00:00+01:00,,315.921,273.425,215.296,159.403,193.71,279.938,313.425,351.443,338.153,357.423,386.526,276.398,337.125,410.461,376.242
sc2015,y2030,2019-01-12T15:00:00+01:00,,180.088,158.242,127.679,81.021,83.962,155.594,164.562,209.68,202.853,219.099,248.081,130.512,187.5,266.569,221.358
sc2015,y2030,2019-01-12T16:00:00+01:00,,58.269,34.295,20.705,10.951,11.408,19.211,20.586,53.874,51.224,60.944,87.018,11.436,36.153,99.674,55.644
sc2015,y2030,2019-01-12T17:00:00+01:00,,0.222,0,0,0,0,0,0,0,0,0.003,0.81,0,0,1.946,0
sc2015,y2030,2019-01-12T18:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-12T19:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-12T20:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-12T21:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-12T22:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-12T23:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-13T00:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-13T01:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-13T02:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-13T03:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-13T04:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-13T05:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-13T06:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-13T07:00:00+01:00,,0.005,0.302,0.948,1.259,1.924,3.523,7.746,9.672,2.611,10.047,5.212,30.06,27.789,9.692,29.423
sc2015,y2030,2019-01-13T08:00:00+01:00,,33.218,39.406,34.467,25.407,22.012,51.32,65.953,129.22,62.804,130.678,106.117,165.133,175.35,138.583,187.546
sc2015,y2030,2019-01-13T09:00:00+01:00,,140.646,117.425,93.36,58.185,55.566,126.922,153.887,287.132,164.76,294.92,270.049,290.645,328.1,307.104,351.942
sc2015,y2030,2019-01-13T10:00:00+01:00,,223.699,203.183,168.042,102.468,87.009,227.25,268.775,407.528,278.054,419.538,411.071,369.287,443.25,443.307,476.075
sc2015,y2030,2019-01-13T11:00:00+01:00,,292.358,293.342,252.95,191.235,136.675,402.188,377.225,479.482,395.153,492.987,494.189,409.61,504.4,528.351,545.483
sc2015,y2030,2019-01-13T12:00:00+01:00,,394.778,376.475,306.65,206.275,166.255,398.688,343.75,494.534,458.71,508.022,519.69,433.127,506.65,553.308,553.067
sc2015,y2030,2019-01-13T13:00:00+01:00,,381.111,359.275,291.067,232.922,194.208,384.312,397.475,449.584,430.223,463.067,485.174,385.621,449.75,516.918,498.583
sc2015,y2030,2019-01-13T14:00:00+01:00,,321.694,284.442,211.442,179.777,135.46,259.75,269.975,351.314,338.236,363.537,392.953,273.457,339.05,421.62,386.808
sc2015,y2030,2019-01-13T15:00:00+01:00,,203.462,170.967,129.958,85.723,63.026,131.781,159.738,210.249,204.309,220.815,253.9,124.691,189.462,277.485,230.354
sc2015,y2030,2019-01-13T16:00:00+01:00,,54.768,35.029,25.719,14.103,10.313,22.805,23.836,55.266,54.445,62.682,90.695,10.624,37.406,106.496,59.664
sc2015,y2030,2019-01-13T17:00:00+01:00,,0.243,0,0,0,0,0,0,0,0,0.006,0.991,0,0,2.376,0
sc2015,y2030,2019-01-13T18:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-13T19:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-13T20:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-13T21:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-13T22:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-13T23:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-14T00:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-14T01:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-14T02:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-14T03:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-14T04:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-14T05:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-14T06:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-14T07:00:00+01:00,,0.005,0.321,0.917,1.143,1.937,3.198,10.709,9.661,2.578,8.426,5.632,34.697,28.195,10.425,28.929
sc2015,y2030,2019-01-14T08:00:00+01:00,,23.248,34.348,32.951,24.431,28.092,46.258,85.8,126.49,57.876,110.033,118.044,181.684,176.387,140.778,181.642
sc2015,y2030,2019-01-14T09:00:00+01:00,,85.782,102.387,93.79,60.068,65.092,107.688,165.788,285.424,150.27,269.678,277.49,320.871,330.125,307.77,340.908
sc2015,y2030,2019-01-14T10:00:00+01:00,,168.002,179.517,161.15,94.201,125.239,260.062,266.975,412.515,270.729,414.037,406.899,420.47,445.85,441.612,462.317
sc2015,y2030,2019-01-14T11:00:00+01:00,,244.699,285.308,238.508,115.684,169.965,394.188,441.6,485.001,383.592,490.06,487.856,468.322,508.6,524.472,531.717
sc2015,y2030,2019-01-14T12:00:00+01:00,,362.15,376.008,278.042,124.008,194.663,423.688,485.675,499.514,441.596,506.583,511.61,459.727,512.3,548.223,540.8
sc2015,y2030,2019-01-14T13:00:00+01:00,,361.943,368.658,278.117,116.286,178.013,384.688,432.325,455.382,415.31,463.655,450.19,396.247,456.9,510.449,489.75
sc2015,y2030,2019-01-14T14:00:00+01:00,,301.692,296.5,244.45,104.36,125.842,294.438,324.825,356.549,326.698,365.49,338.787,283.952,347.25,415.028,381.675
sc2015,y2030,2019-01-14T15:00:00+01:00,,197.143,181.454,129.875,59.844,63.09,151.672,176.887,215.545,199.55,223.36,211.729,136.174,195.488,270.671,227.629
sc2015,y2030,2019-01-14T16:00:00+01:00,,66.901,50.131,26.606,9.575,9.127,26.309,28.341,58.019,55.654,64.336,75.63,12.976,39.463,103.418,59.686
sc2015,y2030,2019-01-14T17:00:00+01:00,,0.377,0,0,0,0,0,0,0,0.001,0.011,0.969,0,0,2.425,0
sc2015,y2030,2019-01-14T18:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-14T19:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-14T20:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-14T21:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-14T22:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-14T23:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-15T00:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-15T01:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-15T02:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-15T03:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-15T04:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-15T05:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-15T06:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-15T07:00:00+01:00,,0.017,0.796,1.915,4.63,8.113,5.521,19.514,7.186,2.817,6.191,3.273,38.184,29.391,4.908,19.179
sc2015,y2030,2019-01-15T08:00:00+01:00,,20.36,62.242,66.406,73.91,93.493,69.781,152.688,87.518,59.735,74.978,62.597,182.86,178.375,62.836,128.013
sc2015,y2030,2019-01-15T09:00:00+01:00,,69.905,189.008,209.829,204.59,233.414,219.25,305.375,240.317,184.925,204.791,164.432,317.829,331.25,152.049,290.7
sc2015,y2030,2019-01-15T10:00:00+01:00,,132.103,306.425,349.075,340.787,353.863,385.75,430,370.95,342.702,335.174,272.509,414.376,445.375,240.586,435.233
sc2015,y2030,2019-01-15T11:00:00+01:00,,195.263,380.542,420.333,440.112,447.037,469.438,495.175,453.661,438.624,423.938,347.137,461.218,506.65,295.196,521.7
sc2015,y2030,2019-01-15T12:00:00+01:00,,228.277,396.767,428.9,454.315,463.205,484.312,499.625,482.747,465.337,465.536,355.486,451.585,507.15,295.085,534.317
sc2015,y2030,2019-01-15T13:00:00+01:00,,213.323,356.042,378.9,395.758,412.63,434.875,444.3,451.032,429.674,446.583,312.869,379.978,453.575,256.3,480.592
sc2015,y2030,2019-01-15T14:00:00+01:00,,164.332,274.233,275.808,294.447,309.09,322.25,335.4,358.453,340.273,357.255,239.048,264.448,343.925,194.437,367.133
sc2015,y2030,2019-01-15T15:00:00+01:00,,98.328,161.913,144.417,160.317,164.648,170.906,185.812,215.07,206.251,215.579,144.701,125.233,193.825,118.336,209.558
sc2015,y2030,2019-01-15T16:00:00+01:00,,33.417,45.45,29.604,30.366,27.413,34.234,34.509,56.159,57.15,61.786,50.186,12.377,39.856,43.644,53.857
sc2015,y2030,2019-01-15T17:00:00+01:00,,0.279,0.001,0,0,0,0,0,0,0.001,0.021,0.843,0,0,1.219,0
sc2015,y2030,2019-01-15T18:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-15T19:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-15T20:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-15T21:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-15T22:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-15T23:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-16T00:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-16T01:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-16T02:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-16T03:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-16T04:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-16T05:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-16T06:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-16T07:00:00+01:00,,0.001,0.98,3.614,7.84,11.361,10.354,20.848,10.444,4.533,10.429,3.62,35.393,27.927,7.861,27.192
sc2015,y2030,2019-01-16T08:00:00+01:00,,5.803,56.923,84.265,105.492,119.182,123.297,159.062,128.681,81.208,125.968,52.74,165.039,170.725,101.564,172.283
sc2015,y2030,2019-01-16T09:00:00+01:00,,26.07,159.46,211.275,234.193,252.159,262.094,313.8,283.083,192.54,279.825,134.251,264.706,324.6,231.628,331.817
sc2015,y2030,2019-01-16T10:00:00+01:00,,67.758,247.365,320.858,340.924,359.245,376.375,429.575,406.144,300.236,407.411,232.34,309.048,442.75,378.176,457.383
sc2015,y2030,2019-01-16T11:00:00+01:00,,111.263,303.396,377.3,397.817,424.703,450.375,492.6,479.098,366.422,483.114,350.971,306.68,507.125,492.669,527.15
sc2015,y2030,2019-01-16T12:00:00+01:00,,151.963,323.45,376.367,412.213,434.951,464.312,496.675,493.977,380.844,499.967,428.924,323.654,512.3,520.739,533.183
sc2015,y2030,2019-01-16T13:00:00+01:00,,193.086,282.029,334.633,374.904,395.243,416.125,441.525,448.09,343.486,456.513,446.763,263.72,456.225,479.47,467.775
sc2015,y2030,2019-01-16T14:00:00+01:00,,137.393,204.356,255.275,283.88,297.221,312.875,331.125,347.068,270.227,357.884,371.923,182.056,339.925,397.159,342.233
sc2015,y2030,2019-01-16T15:00:00+01:00,,77.866,92.074,134.2,157.096,157.657,170.188,182.712,204.432,155.43,214.433,236.005,84.38,182.75,247.849,190.217
sc2015,y2030,2019-01-16T16:00:00+01:00,,36.058,26.871,25.718,29.391,26.081,33.102,35.406,53.796,36.067,60.153,75.451,7.946,36.481,84.106,47.047
sc2015,y2030,2019-01-16T17:00:00+01:00,,0.284,0,0,0,0,0,0,0.001,0.004,0.037,1.175,0,0,2.386,0
sc2015,y2030,2019-01-16T18:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-16T19:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-16T20:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-16T21:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-16T22:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-16T23:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-17T00:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-17T01:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-17T02:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-17T03:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-17T04:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-17T05:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-17T06:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-01-17T07:00:00+01:00,,0.055,0.426,2.187,4.911,6.43,4.062,13.972,7.232,2.396,5.566,3.198,24.583,21.472,8.379,17.212
sc2015,y2030,2019-01-17T08:00:00+01:00,,31.857,23.81,49.62,64.813,78.428,47.32,90.806,85.634,53.509,64.616,60.901,120.047,110.45,112.291,102.258
sc2015,y2030,2019-01-17T09:00:00+01:00,,111.612,77.733,117.575,131.562,172.447,122.812,130.2,198.856,160.699,163.108,182.498,232.676,193.925,269.105,218.133
sc2015,y2030,2019-01-17T10:00:00+01:00,,164.185,180.738,206.625,144.428,247.862,240.156,162.488,304.159,271.485,278.609,349.427,302.266,237.363,406.722,319.042
sc2015,y2030,2019-01-17T11:00:00+01:00,,243.161,284.792,239.225,177.839,301.33,381.438,316.025,356.351,438.468,340.094,445.24,315.937,257.25,494.199,355.45
sc2015,y2030,2019-01-17T12:00:00+01:00,,322.47,354.833,265.475,229.789,296.127,395.312,364.3,354.964,444.392,307.518,482.725,298.307,252.688,511.565,341.075
sc2015,y2030,2019-01-17T13:00:00+01:00,,359.081,337.642,259.425,253.87,273.924,357.875,326.85,326.284,403.119,298.956,449.462,269.986,200.337,474.18,286.779
sc2015,y2030,2019-01-17T14:00:00+01:00,,261.809,277.8,208.717,199.663,193.749,265.562,237.2,289.154,312.019,238.518,352.783,181.188,130.663,379.45,195.558
